transaction_id,account_id,transaction_date,transaction_type,channel,amount,merchant_category,transaction_status
T007458,A00493,2024-01-21,NEFT,Branch,16676.52,Healthcare,Success
T007459,A00513,2025-05-12,UPI,Mobile,1827.88,Retail,Success
T007460,A00067,2024-11-12,NEFT,Internet Banking,39884.25,Education,Success
T007461,A00463,2024-10-08,NEFT,Internet Banking,28291.08,Education,Failed
T007462,A00018,2025-11-15,Debit,ATM,12628.34,Travel,Success
T007463,A00403,2024-08-01,UPI,Mobile,3265.31,Utility,Success
T007464,A00104,2024-07-28,Credit,Internet Banking,17756.79,Travel,Success
T007465,A00110,2024-06-26,UPI,Mobile,2196.11,Utility,Success
T007466,A00551,2024-09-28,ATM,ATM,20000.0,Cash Withdrawal,Success
T007467,A00104,2025-08-12,NEFT,Branch,16295.09,Utility,Failed
T007468,A00100,2025-01-27,NEFT,Internet Banking,10912.01,Retail,Failed
T007469,A00256,2025-02-04,Credit,Branch,10314.11,Utility,Success
T007470,A00523,2024-05-02,Credit,Branch,18001.92,Cash Withdrawal,Success
T007471,A00147,2025-06-07,ATM,ATM,118616.1,Cash Withdrawal,Success
T007472,A00251,2025-06-28,Credit,Branch,1997.19,Utility,Success
T007473,A00527,2025-08-07,Credit,Internet Banking,7772.73,Investment,Success
T007474,A00467,2024-01-09,UPI,Mobile,2093.46,Retail,Success
T007475,A00156,2024-08-30,Debit,ATM,23496.32,Travel,Success
T007476,A00218,2024-03-25,IMPS,Internet Banking,31715.46,Education,Success
T007477,A00579,2025-04-16,ATM,ATM,20000.0,Cash Withdrawal,Success
T007478,A00023,2024-10-06,ATM,ATM,20000.0,Cash Withdrawal,Success
T007479,A00280,2025-04-02,ATM,ATM,500.0,Cash Withdrawal,Success
T007480,A00174,2025-06-28,ATM,ATM,10000.0,Cash Withdrawal,Success
T007481,A00135,2024-10-24,Debit,Branch,7397.11,Travel,Success
T007482,A00521,2024-01-05,Debit,Internet Banking,10919.94,Cash Withdrawal,Success
T007483,A00469,2024-08-24,Credit,Branch,15197.29,Education,Failed
T007484,A00266,2024-06-11,NEFT,Internet Banking,7512.94,Healthcare,Success
T007485,A00226,2025-02-06,UPI,Mobile,664.94,Retail,Success
T007486,A00312,2024-12-16,IMPS,Branch,17268.83,Healthcare,Success
T007487,A00510,2024-12-21,UPI,Mobile,1129.11,Utility,Success
T007488,A00095,2025-03-29,UPI,Mobile,3134.3,Travel,Success
T007489,A00365,2025-04-14,UPI,Mobile,613.72,Retail,Success
T007490,A00371,2024-08-10,Credit,Branch,6676.57,Utility,Success
T007491,A00573,2024-08-25,Debit,ATM,3766.01,Travel,Success
T007492,A00339,2024-01-06,ATM,ATM,20000.0,Cash Withdrawal,Success
T007493,A00338,2024-09-27,UPI,Mobile,1137.36,Retail,Success
T007494,A00029,2025-03-14,UPI,Mobile,1224.1,Utility,Success
T007495,A00459,2024-06-26,Debit,ATM,9565.02,Education,Success
T007496,A00131,2024-09-22,UPI,Mobile,6204.47,Utility,Success
T007497,A00299,2025-06-14,Debit,Branch,17906.11,Investment,Success
T007498,A00554,2025-12-02,IMPS,Internet Banking,32711.61,Utility,Success
T007499,A00140,2024-02-22,NEFT,Branch,47770.66,Utility,Success
T007500,A00507,2025-10-18,UPI,Mobile,928.22,Retail,Success
T007501,A00191,2024-06-24,IMPS,Branch,114541.33,Investment,Success
T007502,A00005,2025-10-24,ATM,ATM,10000.0,Cash Withdrawal,Success
T007503,A00366,2025-11-26,Debit,Mobile,18416.36,Education,Success
T007504,A00137,2025-08-24,NEFT,Branch,53985.72,Utility,Success
T007505,A00016,2025-11-19,IMPS,Internet Banking,78437.76,Healthcare,Failed
T007506,A00143,2025-01-04,NEFT,Branch,97022.87,Retail,Success
T007507,A00261,2024-12-06,NEFT,Branch,14872.21,Education,Success
T007508,A00035,2024-08-25,Credit,Branch,22243.99,Cash Withdrawal,Success
T007509,A00501,2025-04-29,UPI,Mobile,2060.18,Retail,Success
T007510,A00110,2025-05-17,Credit,ATM,13043.73,Retail,Success
T007511,A00155,2024-10-27,Debit,ATM,27116.09,Utility,Success
T007512,A00347,2024-04-29,IMPS,Internet Banking,16001.72,Investment,Success
T007513,A00446,2025-01-27,IMPS,Internet Banking,33118.32,Retail,Success
T007514,A00308,2025-08-14,Debit,Mobile,9745.27,Travel,Success
T007515,A00064,2024-08-28,UPI,Mobile,2039.02,Healthcare,Success
T007516,A00365,2025-09-20,ATM,ATM,20000.0,Cash Withdrawal,Success
T007517,A00153,2024-11-19,UPI,Mobile,2106.97,Healthcare,Success
T007518,A00215,2024-10-02,ATM,ATM,20000.0,Cash Withdrawal,Success
T007519,A00472,2025-07-07,IMPS,Mobile,70564.21,Healthcare,Success
T007520,A00193,2025-08-03,ATM,ATM,2000.0,Cash Withdrawal,Failed
T007521,A00344,2025-05-11,Credit,ATM,11327.09,Loan EMI,Success
T007522,A00053,2024-02-15,UPI,Mobile,4416.49,Retail,Success
T007523,A00049,2024-08-25,Debit,Branch,15230.95,Investment,Success
T007524,A00156,2024-04-27,UPI,Mobile,616.99,Healthcare,Success
T007525,A00359,2025-10-08,Credit,ATM,7275.42,Investment,Success
T007526,A00116,2025-11-05,UPI,Mobile,2466.63,Travel,Success
T007527,A00116,2024-03-06,Debit,Branch,14585.53,Travel,Success
T007528,A00557,2025-05-27,UPI,Mobile,2016.02,Utility,Success
T007529,A00121,2025-09-30,Credit,Internet Banking,31023.67,Healthcare,Success
T007530,A00509,2024-07-29,Debit,Internet Banking,20314.72,Investment,Success
T007531,A00235,2024-03-31,Debit,Internet Banking,635158.46,Cash Withdrawal,Success
T007532,A00098,2025-08-03,UPI,Mobile,1359.09,Retail,Success
T007533,A00438,2024-09-10,UPI,Mobile,1061.16,Travel,Success
T007534,A00166,2025-01-28,Debit,ATM,5934.32,Healthcare,Success
T007535,A00535,2024-05-03,UPI,Mobile,5078.43,Healthcare,Success
T007536,A00346,2024-03-07,IMPS,Branch,45966.25,Utility,Success
T007537,A00426,2025-08-16,UPI,Mobile,528.98,Retail,Success
T007538,A00284,2025-01-10,UPI,Mobile,4136.97,Utility,Success
T007539,A00030,2024-10-17,UPI,Mobile,841.13,Retail,Success
T007540,A00073,2024-02-04,IMPS,Mobile,40516.52,Retail,Success
T007541,A00098,2025-09-09,UPI,Mobile,1632.5,Travel,Failed
T007542,A00201,2024-03-28,Debit,Branch,3361.01,Investment,Success
T007543,A00250,2025-12-25,Credit,ATM,2121.36,Retail,Success
T007544,A00028,2025-11-02,IMPS,Mobile,58018.05,Utility,Success
T007545,A00478,2024-04-22,Credit,Mobile,23136.47,Loan EMI,Success
T007546,A00019,2024-11-29,UPI,Mobile,1913.78,Retail,Success
T007547,A00532,2024-10-23,UPI,Mobile,7264.37,Utility,Success
T007548,A00207,2025-08-31,Debit,ATM,6965.5,Investment,Success
T007549,A00270,2025-08-01,IMPS,Mobile,7125.62,Healthcare,Success
T007550,A00155,2025-02-24,UPI,Mobile,539408.1,Retail,Success
T007551,A00400,2025-12-22,UPI,Mobile,663.37,Travel,Success
T007552,A00497,2024-02-10,UPI,Mobile,539242.75,Travel,Success
T007553,A00497,2025-03-09,Credit,Branch,20579.48,Healthcare,Success
T007554,A00120,2024-03-27,UPI,Mobile,995.68,Retail,Success
T007555,A00448,2024-04-10,NEFT,Internet Banking,33022.51,Retail,Reversed
T007556,A00280,2024-11-14,Credit,Internet Banking,22475.47,Loan EMI,Success
T007557,A00020,2024-03-03,Debit,Branch,9747.7,Healthcare,Success
T007558,A00336,2025-05-23,Credit,ATM,14788.51,Cash Withdrawal,Success
T007559,A00320,2025-03-27,UPI,Mobile,2326.11,Utility,Success
T007560,A00268,2025-08-10,NEFT,Branch,30170.45,Utility,Success
T007561,A00278,2024-01-29,ATM,ATM,10000.0,Cash Withdrawal,Success
T007562,A00319,2024-11-14,NEFT,Mobile,30876.56,Investment,Failed
T007563,A00152,2024-04-22,UPI,Mobile,1517.54,Travel,Success
T007564,A00488,2024-08-10,NEFT,Branch,20905.27,Utility,Success
T007565,A00427,2025-05-12,Debit,Branch,14322.78,Cash Withdrawal,Success
T007566,A00253,2024-04-16,NEFT,Mobile,21275.23,Healthcare,Success
T007567,A00430,2024-12-21,NEFT,Internet Banking,23551.81,Utility,Success
T007568,A00060,2025-04-29,UPI,Mobile,674.22,Travel,Success
T007569,A00451,2025-06-07,Credit,Mobile,23575.05,Utility,Success
T007570,A00448,2025-03-01,Credit,Branch,3934.76,Healthcare,Success
T007571,A00089,2025-04-17,IMPS,Mobile,104586.1,Investment,Success
T007572,A00539,2024-03-09,NEFT,Internet Banking,31632.11,Investment,Success
T007573,A00200,2024-12-09,ATM,ATM,2000.0,Cash Withdrawal,Success
T007574,A00006,2024-03-25,ATM,ATM,10000.0,Cash Withdrawal,Success
T007575,A00139,2025-10-21,UPI,Mobile,1113.09,Retail,Success
T007576,A00235,2024-02-14,Debit,Internet Banking,5447.29,Loan EMI,Success
T007577,A00485,2024-04-06,UPI,Mobile,737.78,Utility,Success
T007578,A00081,2024-12-14,UPI,Mobile,918.44,Travel,Success
T007579,A00591,2025-04-16,Debit,Mobile,52158.73,Cash Withdrawal,Failed
T007580,A00249,2024-08-31,Debit,Branch,7067.77,Travel,Success
T007581,A00444,2024-09-16,Debit,Internet Banking,15028.28,Travel,Success
T007582,A00221,2024-02-18,Debit,Branch,9425.33,Utility,Success
T007583,A00588,2025-12-31,NEFT,Internet Banking,458327.57,Healthcare,Success
T007584,A00087,2025-12-18,NEFT,Mobile,40000.18,Education,Failed
T007585,A00092,2024-05-17,IMPS,Mobile,12871.51,Utility,Success
T007586,A00201,2025-12-10,Debit,Mobile,7954.07,Travel,Success
T007587,A00323,2024-09-29,IMPS,Branch,136473.93,Education,Success
T007588,A00467,2025-02-01,IMPS,Branch,59370.33,Healthcare,Success
T007589,A00482,2024-04-15,Credit,Mobile,10731.63,Utility,Success
T007590,A00390,2025-12-07,IMPS,Branch,16497.67,Education,Failed
T007591,A00475,2024-12-14,Debit,Branch,6105.77,Education,Success
T007592,A00137,2024-07-08,Debit,Branch,4999.14,Utility,Failed
T007593,A00096,2025-02-16,IMPS,Mobile,8738.56,Investment,Success
T007594,A00203,2025-12-11,Debit,Mobile,17708.62,Loan EMI,Success
T007595,A00068,2024-03-08,Credit,Branch,15770.58,Utility,Success
T007596,A00224,2024-02-26,UPI,Mobile,1702.48,Healthcare,Success
T007597,A00049,2025-10-11,IMPS,Branch,83844.26,Utility,Success
T007598,A00259,2024-03-17,Credit,Mobile,17314.15,Travel,Success
T007599,A00276,2025-02-05,Credit,ATM,3728.67,Utility,Success
T007600,A00361,2025-01-31,NEFT,Branch,34307.42,Healthcare,Success
T007601,A00212,2025-07-15,NEFT,Mobile,61497.81,Investment,Success
T007602,A00142,2025-04-15,NEFT,Branch,34545.17,Investment,Success
T007603,A00009,2024-06-19,Debit,Branch,11819.56,Utility,Success
T007604,A00580,2024-01-23,UPI,Mobile,343.21,Healthcare,Success
T007605,A00466,2024-12-31,UPI,Mobile,941.89,Healthcare,Success
T007606,A00374,2025-09-02,IMPS,Branch,47992.14,Retail,Success
T007607,A00076,2024-06-19,NEFT,Mobile,30722.83,Education,Success
T007608,A00275,2025-08-18,ATM,ATM,500.0,Cash Withdrawal,Success
T007609,A00543,2024-09-28,ATM,ATM,5000.0,Cash Withdrawal,Failed
T007610,A00165,2024-05-28,Credit,ATM,3494.89,Cash Withdrawal,Success
T007611,A00296,2025-04-09,NEFT,Branch,60884.94,Education,Success
T007612,A00420,2025-09-26,NEFT,Branch,29734.33,Education,Success
T007613,A00276,2024-06-30,Credit,ATM,11703.12,Loan EMI,Success
T007614,A00098,2024-09-19,Credit,Mobile,3763.01,Loan EMI,Success
T007615,A00090,2024-10-03,Debit,Branch,2794.65,Loan EMI,Success
T007616,A00422,2024-04-28,IMPS,Internet Banking,37940.63,Investment,Success
T007617,A00278,2025-01-10,ATM,ATM,20000.0,Cash Withdrawal,Success
T007618,A00118,2024-07-31,UPI,Mobile,3595.36,Retail,Success
T007619,A00471,2025-10-15,NEFT,Internet Banking,59662.85,Utility,Failed
T007620,A00492,2025-07-29,Credit,Branch,16899.53,Cash Withdrawal,Success
T007621,A00053,2025-05-05,Debit,Branch,12828.32,Travel,Success
T007622,A00200,2025-07-16,IMPS,Branch,12298.39,Retail,Success
T007623,A00222,2024-11-24,Credit,Branch,1741.07,Cash Withdrawal,Failed
T007624,A00360,2024-01-12,Debit,Internet Banking,43918.51,Travel,Success
T007625,A00279,2025-02-28,Credit,ATM,9638.07,Investment,Success
T007626,A00168,2024-03-14,UPI,Mobile,964.54,Healthcare,Success
T007627,A00186,2024-11-13,Debit,Mobile,11562.25,Cash Withdrawal,Success
T007628,A00372,2024-03-26,ATM,ATM,2000.0,Cash Withdrawal,Success
T007629,A00215,2025-10-27,Credit,ATM,5429.84,Cash Withdrawal,Success
T007630,A00580,2024-09-24,Debit,ATM,8013.64,Healthcare,Success
T007631,A00149,2024-05-23,Credit,ATM,31025.61,Travel,Success
T007632,A00055,2025-01-01,NEFT,Internet Banking,43786.33,Utility,Success
T007633,A00246,2024-01-25,IMPS,Branch,51030.18,Investment,Success
T007634,A00041,2024-06-17,ATM,ATM,2000.0,Cash Withdrawal,Success
T007635,A00456,2025-02-21,IMPS,Branch,31602.53,Healthcare,Success
T007636,A00429,2025-06-27,Debit,Branch,21772.26,Utility,Success
T007637,A00308,2024-03-02,ATM,ATM,500.0,Cash Withdrawal,Success
T007638,A00514,2025-05-14,Debit,ATM,21415.96,Investment,Success
T007639,A00371,2025-08-28,Credit,Mobile,9463.41,Utility,Success
T007640,A00199,2024-02-23,Credit,ATM,11084.53,Education,Reversed
T007641,A00462,2024-09-21,Debit,Branch,24007.48,Loan EMI,Success
T007642,A00349,2025-03-21,Debit,Mobile,11527.87,Education,Success
T007643,A00184,2024-07-06,Credit,ATM,8713.03,Healthcare,Success
T007644,A00527,2024-07-03,Credit,ATM,9152.59,Healthcare,Success
T007645,A00107,2025-02-10,NEFT,Branch,24111.87,Retail,Success
T007646,A00374,2024-11-20,Credit,Internet Banking,11432.82,Cash Withdrawal,Success
T007647,A00558,2024-08-01,ATM,ATM,500.0,Cash Withdrawal,Success
T007648,A00536,2024-10-15,NEFT,Branch,24717.71,Investment,Success
T007649,A00567,2025-10-11,IMPS,Branch,35538.99,Healthcare,Success
T007650,A00564,2024-01-15,Credit,Internet Banking,6655.4,Healthcare,Success
T007651,A00189,2025-06-26,Debit,ATM,14043.26,Education,Success
T007652,A00223,2025-03-11,Credit,ATM,15383.31,Travel,Success
T007653,A00246,2025-10-30,UPI,Mobile,2510.87,Healthcare,Success
T007654,A00274,2025-12-23,Credit,Mobile,15562.84,Retail,Success
T007655,A00370,2024-02-24,Debit,ATM,20755.19,Retail,Success
T007656,A00239,2025-09-08,IMPS,Mobile,37613.45,Retail,Success
T007657,A00276,2025-06-04,Debit,Mobile,11346.71,Healthcare,Success
T007658,A00382,2024-09-28,Credit,ATM,7303.08,Loan EMI,Success
T007659,A00327,2024-04-17,ATM,ATM,5000.0,Cash Withdrawal,Success
T007660,A00546,2025-06-14,UPI,Mobile,2678.71,Utility,Success
T007661,A00426,2025-09-16,UPI,Mobile,1004.14,Travel,Success
T007662,A00211,2025-04-12,UPI,Mobile,288.91,Retail,Success
T007663,A00559,2024-10-15,ATM,ATM,2000.0,Cash Withdrawal,Success
T007664,A00248,2024-08-23,Credit,ATM,7054.55,Loan EMI,Success
T007665,A00324,2024-04-14,IMPS,Branch,61241.48,Retail,Failed
T007666,A00535,2024-11-05,Credit,Internet Banking,16672.63,Loan EMI,Success
T007667,A00108,2025-03-19,Debit,Internet Banking,13109.11,Cash Withdrawal,Success
T007668,A00471,2025-07-23,Debit,Internet Banking,38673.39,Education,Success
T007669,A00315,2024-08-30,Debit,Mobile,14086.49,Travel,Success
T007670,A00392,2025-08-24,NEFT,Internet Banking,18419.3,Education,Success
T007671,A00460,2025-06-18,UPI,Mobile,730.57,Healthcare,Success
T007672,A00261,2024-10-06,ATM,ATM,1000.0,Cash Withdrawal,Success
T007673,A00129,2024-03-24,Credit,Branch,15548.67,Travel,Success
T007674,A00071,2024-10-03,Credit,Mobile,26236.29,Travel,Success
T007675,A00085,2025-10-24,UPI,Mobile,1565.29,Utility,Success
T007676,A00098,2024-11-16,ATM,ATM,10000.0,Cash Withdrawal,Reversed
T007677,A00289,2024-05-12,Debit,Mobile,14361.01,Utility,Success
T007678,A00342,2025-12-11,UPI,Mobile,2142.69,Utility,Success
T007679,A00009,2025-06-05,IMPS,Branch,132977.88,Healthcare,Success
T007680,A00552,2025-10-21,NEFT,Mobile,64806.81,Education,Success
T007681,A00306,2024-06-16,Debit,Branch,23071.57,Cash Withdrawal,Success
T007682,A00181,2025-01-30,UPI,Mobile,763.39,Retail,Success
T007683,A00311,2025-02-12,UPI,Mobile,1001.19,Travel,Success
T007684,A00183,2025-08-08,UPI,Mobile,938.58,Travel,Success
T007685,A00122,2025-06-19,UPI,Mobile,1305.34,Retail,Success
T007686,A00253,2024-08-01,NEFT,Mobile,36945.35,Education,Success
T007687,A00383,2024-02-17,UPI,Mobile,1961.77,Retail,Failed
T007688,A00342,2025-02-02,ATM,ATM,10000.0,Cash Withdrawal,Failed
T007689,A00322,2024-10-12,Credit,Branch,10723.86,Loan EMI,Success
T007690,A00139,2025-11-05,Debit,ATM,7092.76,Cash Withdrawal,Success
T007691,A00312,2025-04-13,UPI,Mobile,630.07,Utility,Success
T007692,A00367,2024-08-28,NEFT,Branch,46414.54,Retail,Success
T007693,A00019,2025-03-17,Credit,Branch,17413.88,Education,Success
T007694,A00017,2024-01-15,ATM,ATM,1000.0,Cash Withdrawal,Success
T007695,A00451,2025-10-15,UPI,Mobile,1350.14,Travel,Success
T007696,A00334,2024-07-26,Credit,Branch,3095.03,Utility,Success
T007697,A00134,2025-06-10,UPI,Mobile,2972.76,Healthcare,Success
T007698,A00340,2025-07-03,NEFT,Internet Banking,29483.93,Investment,Success
T007699,A00237,2024-11-08,Debit,ATM,4005.89,Travel,Success
T007700,A00060,2025-06-12,Debit,Mobile,11153.08,Cash Withdrawal,Success
T007701,A00286,2025-07-08,IMPS,Internet Banking,67282.35,Investment,Failed
T007702,A00133,2024-06-29,UPI,Mobile,1130.91,Utility,Success
T007703,A00420,2024-05-02,UPI,Mobile,109.87,Healthcare,Success
T007704,A00099,2025-06-05,UPI,Mobile,1253.55,Travel,Success
T007705,A00252,2025-10-20,Debit,ATM,6840.44,Utility,Success
T007706,A00379,2024-11-05,Debit,Branch,12513.73,Utility,Success
T007707,A00278,2025-06-12,IMPS,Branch,35252.98,Retail,Success
T007708,A00268,2024-06-18,IMPS,Branch,24099.05,Education,Success
T007709,A00212,2024-02-02,Debit,ATM,7632.28,Healthcare,Success
T007710,A00468,2024-10-02,NEFT,Internet Banking,80252.09,Utility,Success
T007711,A00054,2025-02-13,ATM,ATM,20000.0,Cash Withdrawal,Success
T007712,A00486,2025-05-14,Debit,Internet Banking,15493.56,Investment,Success
T007713,A00541,2024-12-30,UPI,Mobile,2197.83,Healthcare,Failed
T007714,A00337,2025-04-24,NEFT,Internet Banking,61993.45,Investment,Success
T007715,A00223,2025-05-25,ATM,ATM,10000.0,Cash Withdrawal,Success
T007716,A00569,2025-08-29,IMPS,Mobile,29303.8,Utility,Success
T007717,A00308,2025-11-26,NEFT,Mobile,94050.62,Utility,Success
T007718,A00560,2024-05-02,Credit,Mobile,13815.17,Loan EMI,Success
T007719,A00297,2025-07-07,Credit,ATM,12114.89,Utility,Success
T007720,A00486,2024-12-01,UPI,Mobile,1958.39,Healthcare,Success
T007721,A00477,2024-06-03,Credit,Internet Banking,9239.45,Retail,Success
T007722,A00351,2024-12-06,ATM,ATM,5000.0,Cash Withdrawal,Success
T007723,A00261,2025-01-12,Credit,Internet Banking,7072.69,Loan EMI,Success
T007724,A00274,2025-12-09,UPI,Mobile,3319.01,Retail,Success
T007725,A00131,2025-12-18,Debit,Internet Banking,4790.79,Retail,Success
T007726,A00304,2025-08-12,NEFT,Internet Banking,14834.31,Utility,Success
T007727,A00226,2024-08-17,Debit,Internet Banking,10458.12,Travel,Success
T007728,A00019,2024-07-19,UPI,Mobile,770.01,Travel,Success
T007729,A00543,2024-01-11,Debit,ATM,3102.8,Cash Withdrawal,Success
T007730,A00263,2025-03-27,ATM,ATM,500.0,Cash Withdrawal,Success
T007731,A00393,2025-12-12,Credit,ATM,4979.41,Travel,Success
T007732,A00388,2025-08-01,NEFT,Branch,18381.11,Healthcare,Success
T007733,A00140,2025-05-07,UPI,Mobile,2040.28,Travel,Success
T007734,A00575,2025-02-09,Debit,Mobile,9924.18,Retail,Success
T007735,A00459,2025-04-16,UPI,Mobile,2944.69,Travel,Success
T007736,A00578,2024-03-06,NEFT,Branch,13742.17,Utility,Success
T007737,A00581,2025-02-06,UPI,Mobile,670.44,Healthcare,Success
T007738,A00573,2025-02-20,NEFT,Mobile,40392.14,Education,Success
T007739,A00126,2025-07-12,Debit,Mobile,6860.08,Travel,Success
T007740,A00470,2024-06-28,Debit,Internet Banking,171734.29,Education,Success
T007741,A00048,2025-06-22,UPI,Mobile,614.17,Utility,Success
T007742,A00236,2024-01-17,Credit,Internet Banking,4766.46,Utility,Success
T007743,A00396,2024-06-11,Credit,ATM,6676.89,Utility,Failed
T007744,A00154,2024-09-04,Credit,Mobile,20438.93,Cash Withdrawal,Success
T007745,A00411,2025-01-27,IMPS,Internet Banking,11085.78,Retail,Success
T007746,A00389,2025-08-19,UPI,Mobile,3306.11,Healthcare,Success
T007747,A00543,2025-12-18,Debit,Mobile,19267.19,Healthcare,Failed
T007748,A00419,2024-12-05,UPI,Mobile,1051.6,Healthcare,Success
T007749,A00063,2025-09-20,Debit,Branch,11299.35,Cash Withdrawal,Success
T007750,A00467,2025-10-02,UPI,Mobile,1930.09,Healthcare,Success
T007751,A00426,2024-06-11,UPI,Mobile,2471.02,Retail,Success
T007752,A00203,2025-02-02,ATM,ATM,2000.0,Cash Withdrawal,Success
T007753,A00003,2025-07-10,IMPS,Internet Banking,437493.69,Utility,Success
T007754,A00576,2024-08-30,IMPS,Internet Banking,58144.23,Retail,Success
T007755,A00437,2024-07-27,UPI,Mobile,1669.2,Utility,Success
T007756,A00049,2024-07-31,IMPS,Internet Banking,16740.56,Education,Success
T007757,A00210,2024-08-24,UPI,Mobile,1682.65,Travel,Failed
T007758,A00272,2025-10-26,Debit,ATM,5660.95,Cash Withdrawal,Success
T007759,A00301,2024-10-16,IMPS,Internet Banking,34280.54,Healthcare,Success
T007760,A00183,2024-10-24,Debit,Internet Banking,8203.62,Loan EMI,Success
T007761,A00332,2024-01-25,UPI,Mobile,1748.8,Healthcare,Success
T007762,A00275,2024-05-08,NEFT,Branch,40426.52,Healthcare,Success
T007763,A00567,2024-06-18,Debit,Internet Banking,23711.1,Travel,Success
T007764,A00216,2024-01-31,UPI,Mobile,2372.85,Healthcare,Success
T007765,A00186,2025-05-27,IMPS,Internet Banking,46001.83,Utility,Success
T007766,A00229,2024-11-19,NEFT,Branch,8046.46,Retail,Success
T007767,A00078,2024-02-04,Credit,Internet Banking,20039.12,Utility,Success
T007768,A00108,2025-09-14,Debit,ATM,8443.39,Investment,Failed
T007769,A00541,2024-10-22,Debit,Internet Banking,5031.19,Utility,Success
T007770,A00534,2024-09-17,Credit,Mobile,34970.02,Utility,Success
T007771,A00060,2024-02-14,Debit,Branch,6854.81,Retail,Success
T007772,A00164,2025-05-27,ATM,ATM,500.0,Cash Withdrawal,Success
T007773,A00422,2025-11-05,UPI,Mobile,3872.55,Healthcare,Success
T007774,A00103,2025-05-16,Credit,ATM,13639.61,Retail,Success
T007775,A00508,2024-12-24,Credit,Internet Banking,15553.27,Investment,Success
T007776,A00272,2025-06-27,Credit,Mobile,11099.28,Investment,Success
T007777,A00106,2025-07-23,Debit,ATM,5821.4,Travel,Success
T007778,A00287,2025-09-28,ATM,ATM,2000.0,Cash Withdrawal,Success
T007779,A00096,2025-08-06,Debit,ATM,17439.04,Investment,Success
T007780,A00368,2025-10-11,NEFT,Branch,40962.06,Investment,Success
T007781,A00105,2024-02-18,NEFT,Mobile,40555.53,Investment,Success
T007782,A00507,2024-06-17,Credit,ATM,11749.91,Loan EMI,Success
T007783,A00341,2024-02-18,Credit,Branch,9409.25,Healthcare,Success
T007784,A00124,2025-11-08,Credit,Branch,17516.18,Loan EMI,Success
T007785,A00303,2025-11-24,NEFT,Mobile,48643.0,Education,Success
T007786,A00014,2025-04-08,UPI,Mobile,2778.73,Travel,Success
T007787,A00502,2025-03-26,Credit,Internet Banking,9694.59,Loan EMI,Success
T007788,A00012,2025-03-30,Debit,Mobile,9176.23,Investment,Success
T007789,A00456,2024-07-04,UPI,Mobile,1014.71,Healthcare,Success
T007790,A00040,2025-04-15,Debit,Branch,11966.47,Utility,Success
T007791,A00533,2025-02-03,Debit,Mobile,3070.78,Education,Success
T007792,A00378,2024-11-06,Debit,Branch,45146.24,Travel,Success
T007793,A00407,2024-12-06,Credit,ATM,7160.01,Cash Withdrawal,Success
T007794,A00286,2025-08-07,Credit,Branch,23222.39,Education,Success
T007795,A00035,2025-12-27,Credit,Branch,8314.86,Healthcare,Success
T007796,A00521,2024-11-03,NEFT,Branch,51436.92,Healthcare,Success
T007797,A00576,2024-02-17,Debit,ATM,29944.26,Investment,Success
T007798,A00277,2024-08-22,Debit,Mobile,15561.41,Loan EMI,Success
T007799,A00468,2024-06-13,UPI,Mobile,4492.47,Retail,Success
T007800,A00277,2024-11-30,Debit,Mobile,22400.47,Cash Withdrawal,Success
T007801,A00422,2024-04-16,ATM,ATM,5000.0,Cash Withdrawal,Success
T007802,A00520,2025-01-03,IMPS,Branch,16182.47,Education,Success
T007803,A00510,2025-07-05,IMPS,Internet Banking,56535.2,Healthcare,Success
T007804,A00045,2025-09-30,UPI,Mobile,2016.43,Retail,Success
T007805,A00541,2025-07-20,UPI,Mobile,869.37,Utility,Success
T007806,A00190,2024-03-26,UPI,Mobile,3196.85,Healthcare,Success
T007807,A00312,2024-11-21,UPI,Mobile,560.38,Healthcare,Success
T007808,A00422,2024-02-10,UPI,Mobile,3058.88,Utility,Success
T007809,A00541,2025-11-16,Debit,ATM,17753.34,Investment,Failed
T007810,A00244,2024-06-19,NEFT,Branch,37945.82,Education,Failed
T007811,A00074,2024-11-25,UPI,Mobile,969.24,Travel,Success
T007812,A00089,2025-10-19,Debit,Internet Banking,17456.73,Utility,Success
T007813,A00573,2024-03-24,UPI,Mobile,239.78,Utility,Reversed
T007814,A00157,2024-01-28,Credit,ATM,6435.95,Cash Withdrawal,Success
T007815,A00452,2024-10-11,IMPS,Mobile,34867.72,Utility,Success
T007816,A00328,2025-07-31,NEFT,Internet Banking,37967.25,Investment,Success
T007817,A00574,2024-08-03,UPI,Mobile,839.45,Travel,Success
T007818,A00094,2024-09-26,UPI,Mobile,857.16,Travel,Success
T007819,A00345,2025-08-14,ATM,ATM,10000.0,Cash Withdrawal,Failed
T007820,A00183,2024-01-09,IMPS,Mobile,50607.39,Healthcare,Success
T007821,A00533,2025-09-17,UPI,Mobile,705.87,Retail,Success
T007822,A00159,2025-07-03,IMPS,Internet Banking,727117.84,Utility,Success
T007823,A00424,2025-02-23,NEFT,Mobile,602270.12,Retail,Success
T007824,A00270,2024-11-11,ATM,ATM,20000.0,Cash Withdrawal,Success
T007825,A00151,2025-05-21,ATM,ATM,5000.0,Cash Withdrawal,Success
T007826,A00314,2024-06-14,Debit,Mobile,11621.1,Utility,Success
T007827,A00123,2025-01-05,IMPS,Mobile,30165.92,Investment,Reversed
T007828,A00164,2025-05-07,Credit,Internet Banking,2151.15,Investment,Success
T007829,A00400,2024-06-20,Debit,Branch,3935.97,Education,Success
